date,year,month,T11,T27,T52,T74,T77,T81,T100,T127,T131,T138,financial_1,financial_2,financial_3,economic_1,economic_2,economic_3,economic_4,economic_5,economic_6,economic_7,economic_8,economic_9,economic_10,economic_11,economic_12,d_gdp,ind_backcast,ind_nowcast,ind_forecast1Q,ind_forecast2Q
1992-01-31,1992,1,-0.000273912578948677,-0.00101374546801699,0.000183347742931849,-0.000373734399314195,-0.000418879623662815,-0.000959062165733308,-0.000581604290796677,-0.00011298331830906,-0.000822905849283264,-0.000522218616880789,6.64917079982965,-0.371652173913043,-0.296142292490118,3.80217248386874,1.1415649083677,6.65206823415625,-1.05821093305369,5.17238445866752,1.33870807824596,0.382897723709785,0.62461164969525,-0.461361833351237,0.223214378394054,1.03083670767115,3.65309367169324,NaN,0,0,0,0
1992-02-29,1992,2,0.000234292100432623,-0.000800067894524142,-0.000557908678941065,-0.000421042010784029,-0.000208241790683058,-0.000481910430412597,-0.000460426455114057,-2.68630796643825e-05,-0.000144164111528532,-0.000321207142374868,3.5581770340543,-0.0625978260869573,-0.0013804347826083,6.03233586607912,1.68827870387505,6.41129974468884,0.398142529918477,8.6030184027944,0.794706169253168,0.254453063499405,0.248756347180201,0.461361833351237,0.222717241282488,-0.0838845024184742,5.56751808469169,NaN,0,0,0,0
1992-03-31,1992,3,0.000114497215341236,-0.000108710496262289,-8.20748989626396e-05,0.000877584672198571,9.94156389781037e-05,0.000214692001860101,0.000591902299909312,9.31853526864757e-05,0.000717575922424444,-0.000171834862707926,-1.63981349686884,-0.0200681818181803,0.0537045454545453,-3.21931230141308,-2.82984361224274,-3.36414138011412,-0.931477127454716,0.14279420157699,-1.46182005095543,0.380469704366426,0.371978110253224,0.229885158711074,0.443951894536454,-0.920888479295456,-2.83443219294384,7.68148713599537,0,0,0,0
1992-04-30,1992,4,-0.000292803135228197,0.000239384001361576,0.00130643321690339,0.000304190837915282,-8.18040885238061e-05,4.10937873317524e-05,-1.00075408361106e-05,4.85877251030723e-05,-0.000447839844840317,-0.000311069558379477,0.565221857606968,0.0164090909090895,-0.000181818181817839,-1.64937407058519,-0.11487652038733,-2.36877155077506,-2.98529631496818,-1.90263318251489,0.267379838440274,0.505051578606874,0.493828164058208,0.343839880303243,0.221239028294118,-1.00180900058922,-2.6323295008039,NaN,0,0,0,0
1992-05-31,1992,5,0.000426326751057991,0.000453295819263017,-9.40120310032043e-05,0.000605063013095738,-0.000431835268560894,-0.000101318199396499,0.000251450702305762,-0.000112301120063746,-9.56845274552442e-05,-0.000574587077249957,4.42970296902772,0.0712424242424241,0.0172987012987011,1.0787591128997,-0.807852056520186,-2.1118797308989,-2.22850447894345,0.802397127637633,-0.535476513766042,0.377121754307908,0.123076938613309,0,0.22075064152105,-0.580783047516853,0.581970507575491,NaN,0,0,0,0
1992-06-30,1992,6,-0.000462377579975526,-6.07188154438581e-05,0.000837685697234188,-0.000514985131571034,-0.000254449636643908,0.00041855246205604,0.000661284100507792,-0.000121480750927387,5.08514773057121e-05,-0.000678412521509483,-2.88734238118158,0.0226666666666677,0.0109740259740256,-1.0787591128997,-1.40025625100533,3.33364202675916,-2.13531244705694,-1.094905105818,-1.07963261902224,0.250626697605938,0.613122705493652,0.342661671664768,0.220264406234172,-1.54752287873867,-1.41089929066993,-3.75331738863132,0,0,0,0
1992-07-31,1992,7,-0.000107922715671978,9.5791944181665e-05,-0.000595341858562035,-2.76788722863016e-06,-0.000421458834335608,-0.000784584444681285,-0.00036936649933984,-0.000460910642260555,-0.00100509082916763,-0.000707263080577249,-8.71444940741943,0.0500869565217386,0.0568893280632414,-2.7861039628819,-2.01787262146276,-5.55525037469469,-2.32907180060957,-0.521888040330154,-2.05627532965105,0.125078190165251,0.12217472503222,-0.228310601456805,0,-1.47629145591655,-3.07745637560348,NaN,0,0,0,0
1992-08-31,1992,8,6.37584222606041e-05,-0.000118771965810894,-0.000561682010578962,-9.93370139479554e-05,-0.000161409464467505,-0.000985518478592904,0.00020297108466432,-4.17456458983647e-05,-0.000347663255072193,-0.000674647355284392,-5.00477360739229,0.00900828157349842,-0.0591014492753628,3.43475488584257,0.478469812333593,-0.192740181735918,0.87977107035293,3.52320591642652,0.276625349289006,0.124921940043254,0,0,0.109950533341685,0.639240531057972,2.94793982625201,NaN,0,0,0,0
1992-09-30,1992,9,-0.000477749426335192,-0.000535627647851847,-0.00064293095557015,0.00029482764178731,0.000670746932867975,0.000400934168362842,0.000259131323749479,-8.70861771832573e-05,-0.000106354889417118,-0.000846081581230561,-3.99245081358881,-0.419458874458874,-0.33669696969697,-0.21574981400212,-0.959239969143866,2.53981906056104,0.727275932908,-1.00563626961261,1.09891215755953,0.124766079815508,0.243902559935893,-0.114351070207963,0,-1.44064212828896,-0.409688141417064,-0.230004031407915,0,0,0,0
1992-10-31,1992,10,-0.000531165131538225,-0.00168994439953693,-0.000394110062543101,-0.000123876581863736,7.70613782705752e-05,0.000333081366337213,0.00050023099306168,-6.3106585735415e-05,-0.000330863206186327,-0.0010339824758812,1.32377677623028,-0.677,-0.265545454545454,-1.66973026236086,-0.241254640538457,1.43170823994927,-5.81819553827359,0.184376767431615,-1.79191562402652,0.497513464011412,0.48602768822521,-0.229095174655569,-0.220022090960192,-0.461830908741234,-2.13935217595491,NaN,0,0,0,0
