date,year,month,T11,T27,T52,T74,T77,T81,T100,T127,T131,T138,financial_1,economic_1,economic_2,economic_3,economic_4,economic_5,economic_6,economic_7,economic_8,economic_9,economic_10,economic_11,economic_12,d_gdp,ind_backcast,ind_nowcast,ind_forecast1Q,ind_forecast2Q
1992-01-31,1992,1,-0.000273912578948677,-0.00101374546801699,0.000183347742931849,-0.000373734399314195,-0.000418879623662815,-0.000959062165733308,-0.000581604290796677,-0.00011298331830906,-0.000822905849283264,-0.000522218616880789,6.64917079982965,3.80217248386874,1.1415649083677,6.12436252407189,-1.05821093305369,6.69462745466198,1.33870807824596,0.382897723709785,0.62461164969525,-0.461361833351237,0.223214378394054,1.03083670767115,3.5686084228832,NaN,0,0,0,0
1992-02-29,1992,2,0.000234292100432623,-0.000800067894524142,-0.000557908678941065,-0.000421042010784029,-0.000208241790683058,-0.000481910430412597,-0.000460426455114057,-2.68630796643825e-05,-0.000144164111528532,-0.000321207142374868,3.5581770340543,6.03233586607912,1.68827870387505,6.52730903844194,0.398142529918477,7.8101415542374,0.794706169253168,0.254453063499405,0.248756347180201,0.461361833351237,0.222717241282488,-0.0838845024184742,5.60448220485235,NaN,0,0,0,0
1992-03-31,1992,3,0.000114497215341236,-0.000108710496262289,-8.20748989626396e-05,0.000877584672198571,9.94156389781037e-05,0.000214692001860101,0.000591902299909312,9.31853526864757e-05,0.000717575922424444,-0.000171834862707926,-1.63981349686884,-3.21931230141308,-2.82984361224274,-3.66038502725328,-0.931477127454716,0.424916784181661,-1.46182005095543,0.380469704366426,0.371978110253224,0.229885158711074,0.443951894536454,-0.920888479295456,-2.98637394620034,7.22398423029951,0,0,0,0
1992-04-30,1992,4,-0.000292803135228197,0.000239384001361576,0.00130643321690339,0.000304190837915282,-8.18040885238061e-05,4.10937873317524e-05,-1.00075408361106e-05,4.85877251030723e-05,-0.000447839844840317,-0.000311069558379477,0.565221857606968,-1.64937407058519,-0.11487652038733,-2.43469116783368,-2.98529631496818,-1.82390986681966,0.267379838440274,0.505051578606874,0.493828164058208,0.343839880303243,0.221239028294118,-1.00180900058922,-2.52164203562604,NaN,0,0,0,0
1992-05-31,1992,5,0.000426326751057991,0.000453295819263017,-9.40120310032043e-05,0.000605063013095738,-0.000431835268560894,-0.000101318199396499,0.000251450702305762,-0.000112301120063746,-9.56845274552442e-05,-0.000574587077249957,4.42970296902772,1.0787591128997,-0.807852056520186,-1.99135391768044,-2.22850447894345,0.697808979489523,-0.535476513766042,0.377121754307908,0.123076938613309,0,0.22075064152105,-0.580783047516853,0.526791509745195,NaN,0,0,0,0
1992-06-30,1992,6,-0.000462377579975526,-6.07188154438581e-05,0.000837685697234188,-0.000514985131571034,-0.000254449636643908,0.00041855246205604,0.000661284100507792,-0.000121480750927387,5.08514773057121e-05,-0.000678412521509483,-2.88734238118158,-1.0787591128997,-1.40025625100533,3.21610896994819,-2.13531244705694,-0.942352713407857,-1.07963261902224,0.250626697605938,0.613122705493652,0.342661671664768,0.220264406234172,-1.54752287873867,-1.41909822034663,-3.34270161209496,0,0,0,0
1992-07-31,1992,7,-0.000107922715671978,9.5791944181665e-05,-0.000595341858562035,-2.76788722863016e-06,-0.000421458834335608,-0.000784584444681285,-0.00036936649933984,-0.000460910642260555,-0.00100509082916763,-0.000707263080577249,-8.71444940741943,-2.7861039628819,-2.01787262146276,-5.63352948885809,-2.32907180060957,-0.412742508590469,-2.05627532965105,0.125078190165251,0.12217472503222,-0.228310601456805,0,-1.47629145591655,-3.05409936262375,NaN,0,0,0,0
1992-08-31,1992,8,6.37584222606041e-05,-0.000118771965810894,-0.000561682010578962,-9.93370139479554e-05,-0.000161409464467505,-0.000985518478592904,0.00020297108466432,-4.17456458983647e-05,-0.000347663255072193,-0.000674647355284392,-5.00477360739229,3.43475488584257,0.478469812333593,0.128700146464666,0.87977107035293,3.03402397244632,0.276625349289006,0.124921940043254,0,0,0.109950533341685,0.639240531057972,2.96679186294604,NaN,0,0,0,0
1992-09-30,1992,9,-0.000477749426335192,-0.000535627647851847,-0.00064293095557015,0.00029482764178731,0.000670746932867975,0.000400934168362842,0.000259131323749479,-8.70861771832573e-05,-0.000106354889417118,-0.000846081581230561,-3.99245081358881,-0.21574981400212,-0.959239969143866,2.53981906056104,0.727275932908,-0.676600619196677,1.09891215755953,0.124766079815508,0.243902559935893,-0.114351070207963,0,-1.44064212828896,-0.461417288278021,0,0,0,0,0
1992-10-31,1992,10,-0.000531165131538225,-0.00168994439953693,-0.000394110062543101,-0.000123876581863736,7.70613782705752e-05,0.000333081366337213,0.00050023099306168,-6.3106585735415e-05,-0.000330863206186327,-0.0010339824758812,1.32377677623028,-1.66973026236086,-0.241254640538457,1.55524130074847,-5.81819553827359,0.283070452294965,-1.79191562402652,0.497513464011412,0.48602768822521,-0.229095174655569,-0.220022090960192,-0.461830908741234,-2.16890074990737,NaN,0,0,0,0
1992-11-30,1992,11,-0.000406267187513674,-0.00066971554820632,-0.00181656198939972,-0.00086624993288689,-0.000298817647856908,-0.000648489332155503,0.000195411893037697,-0.000261931509021382,-0.00111563083904163,-0.00107351184007458,3.65402059597111,2.0290551189734,-1.45987994211527,-0.185356864932285,1.06952891167476,0.559305961273893,-0.697839538146194,0.247831601446702,0.36297680505788,0.114613193062318,0.110071557618507,-1.49656501439539,1.8006823718931,NaN,0,0,0,0
1992-12-31,1992,12,-0.00076156818225161,-0.000518328597967145,-0.000781444169384666,0.000319603285675494,-0.000515688807429603,0.000490024307313319,-0.000236118329567886,-0.000398473470221029,-0.00134603850849347,-0.00106072202878792,-0.433912301743078,7.06175672139535,-1.73057470975921,11.9362218242797,2.10534091978323,14.0456597109917,1.39084300461318,0.12368585373963,0.120700075003555,0,0,-0.958361221305548,6.50545551928339,0.0919540233933702,0,0,0,0
1993-01-31,1993,1,-0.00054867979900992,0.0015743706910258,-0.000772864076500644,0.000209255622128608,-0.000826935276179146,0.00048569354144433,0.000416195100363884,-0.000213165888817239,-0.000330505255311667,-0.00108909880163162,2.28831364268789,-6.70371838689414,-1.00251466193786,-7.40235376537353,-1.65045006714628,-10.9232355981383,-4.95501213720582,1.35054231998071,1.31817367020641,-0.114613193062318,0,-1.36163215831724,-6.40299649392659,NaN,0,0,0,0
1993-02-28,1993,2,-2.45298500815282e-05,0.000432471179802955,-0.000808390700462249,-0.000326786800696819,-0.000969266534704746,0.00054594630891874,5.13185856456072e-05,-0.00029245351112353,0.00101211008160404,-0.00122460249890117,6.51601226009078,0,-1.52287207018249,-3.54924471957032,-3.07243829310169,-7.68861793641413,-0.290697879130875,0.607904607638154,0.593473551981472,0.229095174655569,0,-2.56638707870964,-0.410467482413246,NaN,0,0,0,0
1993-03-31,1993,3,-0.000396269894392353,0.000186573802664408,8.69023215160294e-05,-0.000417282734645322,-0.0010206171549113,0.000723121189607679,-0.000670635660582703,-0.000210961838626541,0.000397988236478953,-0.00137322790381147,-0.189466046517239,3.58058607491385,0,4.19725876922232,-2.20829162877489,5.2891209533545,-0.14566644964642,0.121138718629776,0.236406729488081,0,-0.110071557618507,-0.54644944720792,3.57276107037858,-4.85639312144954,0,0,0,0
1993-04-30,1993,4,-0.00101512262235295,-0.00103866044652168,2.73357686935986e-05,-0.000936723338416362,-0.00137081775761619,-0.000487334563218813,-0.00131918723575378,-0.000146756374236711,-0.00103445433536521,-0.00147714182974433,-3.02777405998427,-0.276243269590992,-0.770222036209223,-2.49715710493934,0.318471606752002,2.38321124770025,0,0.483092726966561,0.471143392131967,-0.114481981593251,0.110071557618507,-0.743221555665574,-0.387844312524876,NaN,0,0,0,0
1993-05-31,1993,5,-0.000547062286745914,-7.77643910570761e-05,-0.000167580717987867,-0.000196486348973135,-0.000968439552283782,-0.000640522225518276,-0.000285202718356586,5.38608501142778e-05,-0.00114922056140103,-0.00143954547345931,0.0233558906110432,0.48292608515732,0,-2.56111559356595,2.2013467537179,-0.181265441240441,-1.61649368533556,0,0.117439825594179,-0.114613193062318,-0.220264406234172,-0.951924139095528,0.343815000872283,NaN,0,0,0,0
